x[cm]	x'[mrad]            y[cm]           y'[mrad]		
0.07007	-0.019978	0.03213	0.022558
-0.00612	0.015672	-0.14745	-0.015452
0.01706	-0.013656	-0.059	0.022007
-0.04673	-0.029217	0.00293	-0.031835
-0.08685	0.022927	0.07883	0.0012961
-0.0144	0.029555	0.01855	-0.0029905
-0.107	-0.006247	-0.11542	0.0064101
-0.06994	0.040462	0.04834	0.013432
-0.093	-0.0016713	-0.1244	0.016308
-0.01226	0.015851	-0.10897	-0.0061166
-0.04004	-0.029229	0.06177	0.036913
0.02251	0.0030987	-0.02611	-0.028477
-0.00853	-0.020396	0.00938	0.042373
-0.0805	-0.0089186	0.07179	-0.032248
-0.03091	0.018819	-0.08346	-0.021469
0.06912	0.011514	-0.09132	0.032129
0.01045	-0.017319	-0.08951	0.030287
0.08336	0.0063391	0.08759	0.016565
0.05103	-0.018841	-0.05382	0.0059342
0.01673	-0.0031189	0.00622	0.020962
-0.06292	0.0019999	-0.00092627	0.041761
-0.06366	-0.01953	-0.06353	0.0075705
-0.02599	0.00092613	-0.04928	0.049433
0.12532	0.0045749	-0.05052	0.010961
-0.07582	-0.029482	0.00862	-0.039603
0.02372	0.019646	-0.09796	0.0025936
0.04365	-0.0077501	-0.10706	-0.012584
-0.00651	0.013745	-0.11817	0.0020837
-0.04337	-0.017823	-0.13803	-0.00146
0.0879	0.031076	-0.0862	-0.0098756
-0.01569	0.033865	-0.03327	0.0080662
-0.026	0.0059532	-0.00695	0.0093078
0.06292	0.008013	0.0099	0.034276
-0.09335	0.0088086	0.05458	0.034319
0.07451	-0.027774	-0.04687	0.0029604
0.04921	0.032271	0.05027	0.01782
0.00511	0.039635	0.0835	-0.017559
-0.05402	-0.036983	0.06955	-0.00025196
-0.03407	0.00030565	0.05175	0.0079501
0.09659	-0.0059928	0.01063	0.028353
0.11302	-0.023389	0.00624	0.0049803
-0.05506	-0.030434	0.07054	-0.029561
0.03063	-0.017555	0.00916	-0.012717
-0.05466	-0.04756	0.04309	-0.0025335
0.14385	-0.0010848	0.06365	0.016892
-0.08349	-0.047686	0.01172	0.0027525
-0.0957	-0.0018011	0.00719	-0.024358
-0.12853	0.0095079	-0.07784	0.0045074
0.14238	-0.0060276	-0.07422	0.0078656
-0.00681	0.043026	0.07585	0.0047101
0.00755	0.03133	0.0232	-0.0056049
-0.10882	0.040143	-0.03349	0.0031088
0.01807	-0.027553	0.10728	-0.0031896
0.08336	-0.023157	0.04333	-0.01765
-0.05863	-0.00071562	-0.02168	0.051543
-0.07584	-0.029212	-0.05853	-0.0085707
0.06643	-0.0021609	-0.10491	0.024416
-0.10485	0.03209	-0.04474	-0.0095856
0.14008	-0.016939	0.02648	0.0024142
-0.05803	-0.015974	-0.07364	0.0075339
-0.01789	-0.05031	-0.06009	0.0088656
-0.00042427	-0.039619	0.04707	0.029763
0.02658	-0.012096	0.14369	-0.0031367
-0.03422	0.036203	-0.04231	0.015636
-0.04991	-0.012436	0.02806	-0.040524
0.1308	-0.02784	-0.00358	-0.010135
-0.10245	0.0030249	-0.07021	-0.026493
-0.03129	0.028104	-0.01003	0.0083698
0.09492	-0.031826	0.01288	0.016392
0.07534	0.045885	-0.01041	0.013939
0.05658	-0.019586	0.12144	0.0042935
-0.06737	-0.011166	-0.03056	-0.037305
0.10738	-0.013918	0.07305	0.018235
-0.02061	0.038739	-0.05536	0.017617
-0.01508	-0.00001257	0.03416	-0.047622
-0.12375	-0.02721	0.03286	0.0075551
-0.0167	0.031759	-0.02616	0.0081791
0.04032	0.043427	-0.05567	-0.0033429
-0.0769	0.0053655	0.07744	0.011
-0.06703	0.019165	0.02389	0.045534
-0.02865	-0.010551	-0.11374	-0.030507
0.03677	0.0054809	-0.11443	0.021693
0.0349	-0.040865	0.0132	0.026508
0.0264	-0.033574	0.01329	-0.014393
0.08576	-0.031163	0.03708	0.02268
-0.04508	0.0033914	0.0418	-0.0043628
0.04507	-0.02021	0.04782	-0.020964
-0.06409	0.0053055	0.0592	-0.025574
-0.11837	-0.0036882	0.01638	0.031157
-0.13223	-0.015839	0.06661	-0.0095097
0.05644	-0.0087628	-0.08529	-0.0036429
0.03364	0.024728	0.06784	-0.010152
0.0452	0.025542	0.0108	-0.029585
0.02404	0.028562	0.01181	0.028038
-0.00377	0.0090273	0.06672	0.039862
-0.13033	-0.0070788	0.01631	0.019468
0.02533	0.0053382	0.03693	-0.034034
-0.08155	0.0076699	0.07118	-0.017872
0.00723	0.0083884	-0.09373	-0.0039924
0.06517	0.022494	-0.09851	0.021753
0.03109	-0.026602	-0.03619	0.027206
-0.06711	0.016457	0.02598	-0.039931
-0.07471	0.025785	-0.06729	-0.019264
0.13843	0.0036016	-0.04254	-0.023462
-0.05316	0.014306	0.12778	0.0077204
-0.0512	-0.0040484	-0.11446	-0.030745
-0.0296	0.02099	-0.11494	0.014001
0.08026	-0.00016568	-0.00646	0.0071935
0.08362	0.00016487	-0.03438	0.043891
-0.01201	0.028746	-0.05868	0.020906
0.16537	-0.001338	-0.01778	-0.0041911
0.04691	0.04868	0.00111	-0.0092986
-0.03508	0.0079724	-0.03381	0.023212
0.03914	0.0076559	0.03227	0.017208
-0.06605	0.017829	0.08591	0.037641
-0.07238	-0.029434	0.07851	-0.00076772
0.0724	0.008145	-0.01365	-0.0031546
-0.12774	-0.0064489	0.05312	-0.027919
0.05591	0.0027688	0.03838	-0.026754
-0.03489	-0.021947	-0.04009	-0.024877
-0.07363	-0.023324	-0.02533	-0.017105
0.01772	-0.0071305	0.07668	-0.043149
0.06558	-0.026712	0.10915	-0.0039717
0.006	-0.016037	0.10982	0.0035171
-0.08837	-0.0085826	-0.01168	0.0056268
-0.01084	0.04088	0.05058	-0.011446
0.13672	0.010954	0.03968	0.0066798
-0.02541	-0.012547	0.08011	0.036195
0.0084	-0.0032028	0.11746	0.027969
0.12716	-0.0035823	0.0126	0.012886
0.03755	0.0059455	-0.05941	-0.042709
0.04633	0.012259	0.08777	-0.03137
-0.0919	0.033926	0.04851	0.00061013
0.00739	0.023497	0.06551	0.040592
0.05621	-0.04345	-0.08034	-0.0056359
0.08814	-0.032705	0.08562	-0.0050746
0.02275	0.026839	-0.05028	0.0032052
-0.12393	-0.0074162	0.03332	0.03367
-0.1228	-0.0088932	0.02068	0.00060264
0.00429	0.0060226	0.15331	-0.0063794
0.01432	-0.031522	-0.03695	0.031065
-0.03663	0.0042078	0.13813	-0.014411
-0.04256	-0.038012	-0.01802	-0.0084907
0.0833	0.028601	0.01342	0.030892
-0.04624	0.035389	0.0095	0.026658
-0.0742	0.0058647	-0.13027	-0.017711
0.01407	0.040343	0.01516	0.0282
0.027	0.0065784	0.13272	-0.022635
0.05907	0.035933	0.05862	-0.024841
0.06991	0.018133	0.06129	0.0022778
-0.09445	-0.028648	-0.01871	-0.0013759
-0.05935	-0.042806	-0.03092	-0.021512
-0.06513	-0.017854	-0.01588	-0.018724
-0.0162	0.042641	0.02102	0.0098404
0.01256	0.0059431	0.15476	-0.0056288
-0.00494	0.022443	0.00249	0.034339
-0.09312	-0.03339	-0.06276	0.0028628
0.04838	0.031442	-0.0207	0.029341
0.08782	0.028653	-0.0359	-0.0020109
0.04791	0.047712	-0.0204	0.020148
-0.04512	0.0039944	0.06468	-0.0086792
-0.03222	0.011827	-0.02865	-0.0034992
0.07025	-0.015015	-0.11291	-0.024206
-0.03097	-0.0096291	-0.02538	-0.042695
0.00086574	-0.046958	-0.02026	-0.0079723
0.02185	-0.0038406	0.01169	0.046415
0.01738	-0.030118	-0.02333	-0.042195
0.05476	-0.044124	-0.00302	0.0054295
-0.04403	-0.0131	-0.09091	-0.032964
0.10272	-0.026116	0.07593	-0.018763
-0.01442	0.030296	-0.03844	0.031033
-0.09258	-0.011125	0.03601	-0.031178
-0.03127	-0.027945	0.04968	-0.043454
0.06586	0.033629	0.09897	-0.0059356
0.04711	0.008765	-0.13744	-0.0096481
0.11501	-0.0024715	-0.07222	-0.013408
-0.04511	0.042566	-0.06059	-0.013212
-0.04381	-0.0020953	-0.13521	0.0088857
0.03951	-0.027588	-0.02702	0.010274
-0.04043	-0.025858	0.09534	0.0089909
-0.07462	-0.0041582	0.02538	-0.034711
0.03907	-0.014337	-0.01148	-0.00007401
0.00441	-0.018248	0.14028	0.0022474
0.06204	-0.018118	0.02784	0.047416
-0.04538	-0.0071576	0.04704	-0.007675
0.09397	0.021707	-0.01019	0.035031
-0.03193	-0.046413	0.07607	0.010064
0.12085	0.0034225	-0.06018	-0.001975
-0.05668	-0.0021507	0.07404	0.0040562
0.06317	-0.033377	-0.04854	-0.0065097
0.12486	0.0056288	-0.00208	0.033985
-0.04629	-0.0081665	-0.07051	-0.023492
-0.1436	-0.0030251	0.06297	-0.013538
-0.07046	0.030237	0.02458	0.013103
0.00331	0.047136	-0.01045	-0.025398
0.08342	-0.018232	-0.07418	-0.0099714
0.05324	0.0081761	-0.11674	-0.033953
0.08945	-0.019528	0.04745	0.038548
-0.04277	0.011378	0.03997	-0.034824
0.0497	-0.031118	-0.00487	-0.00017261
0.04097	0.039633	-0.02957	-0.03024
-0.02277	-0.017637	-0.08749	0.025264
0.02464	0.018631	0.12182	0.015432
-0.03564	-0.009673	0.10069	0.031853
0.11663	-0.012978	0.06558	-0.0032391
0.10122	0.0021696	-0.12325	-0.010141
-0.09482	0.03723	0.01417	0.019801
-0.02659	-0.053752	-0.00983	0.0048806
-0.02742	-0.019934	-0.06508	0.011649
-0.0659	0.013984	-0.08848	0.030961
-0.01381	0.014035	0.14645	-0.011562
-0.08616	-0.0069456	0.05343	-0.042304
-0.01786	-0.030907	-0.06609	0.016365
-0.00169	0.008552	0.13935	0.0084571
0.03646	0.042229	-0.02203	0.0071346
-0.08691	0.0044631	-0.0118	-0.020754
0.08137	-0.0090675	-0.08785	0.00322
-0.02439	0.03728	-0.11757	-0.0091966
-0.0857	0.023902	0.10797	-0.0059264
-0.11755	0.018627	-0.0685	-0.0023969
0.04207	-0.027804	0.10962	0.0016632
-0.02203	-0.017383	-0.00552	0.013199
-0.02657	-0.039098	-0.02	0.034127
-0.09206	-0.016991	0.05006	-0.036717
0.0429	0.035561	0.01852	0.013967
0.00502	-0.023681	-0.00382	-0.020964
-0.00267	-0.028148	0.12387	0.01439
0.08145	-0.0066169	-0.0683	0.015319
-0.02223	0.032489	0.04621	0.022457
-0.00376	-0.027312	-0.10545	-0.002877
-0.00481	-0.037924	0.0507	-0.020488
0.04519	-0.035251	-0.04054	0.031513
0.06144	-0.044992	-0.03749	-0.005831
-0.02692	0.014968	0.07761	-0.034285
0.04278	0.011128	0.14095	-0.01251
0.07934	-0.0072764	0.06892	-0.010325
0.08223	0.018461	-0.05893	-0.033547
-0.09919	0.0080765	-0.12677	-0.0085963
0.04909	0.015914	0.04527	-0.011712
0.09224	0.0052839	-0.02872	0.042234
0.02988	0.015146	0.04732	0.010669
-0.09049	0.020696	0.07359	0.029009
-0.06375	0.012781	0.01732	-0.0064473
-0.05303	-0.029787	-0.02804	-0.022773
0.03711	-0.01654	0.0894	0.033805
0.05229	0.019332	0.08945	-0.037454
-0.00185	0.0035741	-0.09185	0.040658
-0.07045	-0.017547	0.09448	-0.018319
0.0068	0.011147	0.08735	-0.016757
-0.07543	0.010316	-0.0572	-0.0021835
-0.07269	0.0034302	-0.00505	-0.042498
0.12524	-0.0011378	0.06048	0.027585
-0.10823	0.032846	-0.00018148	-0.015008
0.04525	-0.036848	-0.09909	0.015035
0.00431	-0.0083101	0.03813	0.019093
0.09024	0.033469	0.02932	-0.020761
-0.01803	0.039229	-0.03394	-0.01829
0.10118	0.018794	0.02469	-0.031298
0.04631	-0.0044362	0.03348	0.0080253
-0.04986	0.012843	0.13283	-0.0027131
0.05024	0.0072915	0.02373	0.036288
-0.03544	0.03019	-0.03123	0.016928
-0.06951	0.010161	0.12607	-0.00054731
0.01141	0.045726	0.00979	-0.023668
0.09546	-0.014464	-0.07458	-0.0241
-0.11344	0.00010017	0.04239	-0.0074072
-0.02064	0.033835	0.09971	0.015748
0.04318	-0.029944	0.07092	-0.028564
-0.0593	-0.018311	-0.05437	0.011314
0.01057	0.0083036	-0.02861	-0.0098748
-0.06685	0.0085175	0.07243	0.0033791
-0.10771	0.010048	0.11404	0.012771
-0.01665	0.00022291	-0.1132	0.0016585
0.04631	0.031402	-0.01353	-0.006469
0.07962	-0.0028865	0.03646	0.010343
0.0153	0.040111	0.04246	0.0024093
-0.062	0.036236	-0.04734	0.009165
0.07229	-0.028954	-0.08542	0.021282
0.09097	0.01951	0.05434	0.027672
-0.05232	0.017121	0.12349	-0.0010709
-0.03584	-0.028703	-0.10487	0.025909
-0.03759	-0.016692	0.1032	-0.021413
0.06232	-0.012593	0.12685	0.018414
-0.08028	0.0057807	-0.022	-0.04358
-0.04108	0.03731	0.02875	-0.011973
0.05636	0.0034283	-0.0986	-0.019096
-0.10527	0.027416	-0.00862	0.019789
0.0089	-0.014419	-0.11938	0.0078365
0.06318	0.024946	0.03298	0.027988
0.02287	0.00083298	-0.07108	-0.0066216
0.10054	-0.01058	0.09272	-0.0022447
-0.09803	-0.03192	-0.06492	-0.0088623
-0.04595	0.005018	-0.07944	0.022043
-0.05634	0.017131	-0.01352	-0.035301
0.11435	0.0026308	0.09192	0.0044953
-0.14431	0.001961	0.04031	-0.0098377
0.06727	0.014455	-0.037	-0.032643
-0.11852	0.0069931	0.00382	0.0095862
0.02139	-0.033428	0.02515	-0.033893
0.0437	-0.01708	-0.0524	0.025647
0.04806	0.041281	-0.08368	-0.0029823
-0.00061987	-0.022469	-0.01758	0.031282
-0.07795	0.020964	-0.10964	0.011659
0.05082	-0.0024217	0.10257	0.017281
-0.01897	-0.00070413	-0.10989	-0.027236
0.03155	-0.0083565	0.03265	0.025498
0.03815	0.022324	0.03971	-0.021575
0.07711	0.019113	0.09486	0.0023891
0.10263	-0.021921	-0.05865	0.0036155
0.07783	-0.014203	0.06504	-0.040118
0.11865	0.016746	-0.07136	-0.0073103
0.08705	-0.0081574	0.05334	0.014662
-0.04202	-0.018417	-0.0177	-0.007574
-0.01376	0.030996	-0.10082	-0.0043833
0.08313	0.04464	-0.00596	0.010868
0.11465	-0.021766	0.03175	-0.0066524
0.0511	0.018824	-0.13432	0.0066282
-0.0585	0.025577	0.09016	0.018114
0.07189	-0.028595	-0.04825	0.03356
0.08907	0.027814	0.04629	0.033003
0.10414	0.0046245	0.1102	0.0048122
0.04174	0.00087105	-0.15526	-0.0027628
-0.06905	0.031112	0.04678	-0.012258
-0.00835	-0.017104	0.05767	-0.0051274
0.09771	0.0090474	0.07871	-0.023714
0.03867	0.034559	-0.11761	-0.0010484
-0.08346	0.020372	0.10797	-0.006834
0.0708	0.0033136	0.12844	0.011067
0.04724	-0.01075	-0.13625	-0.022359
-0.05669	0.021116	-0.08354	0.0057177
-0.02277	-0.035581	-0.02404	0.00019483
0.04532	0.039191	0.03216	-0.019747
-0.00703	0.0027214	-0.0151	0.013989
-0.00941	0.047812	0.01373	-0.015232
0.12059	-0.0062836	0.03996	0.032957
-0.00389	0.0027957	0.06014	0.027721
-0.03694	-0.031754	-0.01804	-0.021025
-0.04778	-0.025784	0.1308	-0.0071283
0.02911	0.035819	0.00149	-0.0056917
0.0538	0.019522	-0.01126	0.0088597
0.01176	-0.00034354	0.04085	0.011493
-0.00729	0.00076604	-0.10754	-0.020512
0.01103	0.034237	0.02437	-0.014635
0.06342	0.033768	0.05967	0.031583
-0.07631	-0.010754	-0.00486	0.045605
-0.00369	0.030244	0.03622	0.025367
-0.00017546	0.018694	-0.02173	0.031488
-0.02582	0.020515	-0.01346	-0.035782
-0.12818	-0.011501	0.06747	0.013527
-0.08622	0.031106	0.06405	-0.016618
0.05581	0.024329	-0.02748	-0.0052552
-0.05022	0.0065566	0.03155	0.027402
-0.02644	0.02119	-0.02275	-0.025511
-0.00697	0.01523	-0.0326	0.027849
-0.04541	0.026977	-0.08128	-0.009
0.13457	-0.026588	0.00037888	0.0079461
0.01749	0.023204	0.01215	-0.050034
0.134	-0.007483	0.00181	0.019894
-0.08794	0.023614	-0.02511	-0.011977
0.09739	0.0048931	-0.03589	-0.033722
-0.01734	0.021673	-0.07792	-0.033036
0.05554	-0.024596	-0.04667	-0.011952
-0.0533	0.010681	-0.01794	-0.025312
-0.08239	-0.030349	0.04218	0.014393
-0.05856	0.028124	-0.01566	-0.036036
-0.02028	-0.00075714	-0.11183	0.0076508
-0.05847	0.0098788	-0.07241	0.035272
-0.07702	0.02696	0.0624	-0.022062
-0.06595	0.021382	-0.05994	0.00023134
0.09742	-0.014769	-0.0744	0.010167
-0.02507	0.012333	0.12389	0.02749
0.00332	0.028934	0.06723	-0.017116
0.10428	-0.01363	-0.06667	0.0050685
-0.06165	-0.010445	-0.08573	-0.031282
-0.0918	0.012788	0.0462	0.031264
0.03977	-0.023908	-0.07602	0.028542
0.08278	-0.011071	0.06763	0.031284
0.02287	-0.0054587	-0.10362	0.022623
0.05463	-0.016722	-0.06712	-0.038068
0.08553	0.0017466	-0.08565	-0.032137
0.01362	-0.036097	0.01352	-0.028138
-0.12675	-0.022442	0.02264	-0.01982
-0.0325	-0.011555	0.03106	0.035618
0.12625	0.0051847	-0.02195	0.014713
0.02276	-0.042973	-0.08976	-0.00010203
-0.02075	-0.035548	0.01008	0.012977
0.07198	0.046024	-0.01625	0.0074333
-0.01165	-0.047996	0.06226	0.0097922
-0.06572	0.0063028	-0.07794	-0.029433
0.01487	-0.042355	0.04061	0.02189
0.05826	-0.020608	0.00828	-0.023061
0.05052	-0.01139	0.02137	-0.050177
-0.05999	0.031647	-0.02954	0.026813
-0.06365	-0.014815	-0.05884	0.017766
-0.0267	-0.022053	-0.07885	-0.025762
0.05042	0.0043216	-0.13672	-0.016406
-0.02356	0.017839	-0.05191	0.013623
0.06943	-0.0053956	0.07443	0.036806
0.12825	-0.022681	0.01162	0.00059475
-0.01087	-0.043303	-0.01095	-0.0029856
-0.03324	0.011184	-0.02705	0.043019
0.08882	-0.021157	0.02921	0.016484
0.00912	0.031813	0.00985	-0.013216
-0.04061	-0.037633	0.03152	-0.037026
-0.07788	0.005141	0.11034	0.013914
-0.01059	0.00020682	0.07749	0.043839
-0.00361	0.0275	-0.10829	-0.010408
-0.00868	-0.018	-0.06576	-0.014571
0.03365	-0.00094192	-0.07934	0.019897
-0.06903	0.044038	0.04631	0.0035262
-0.0076	0.040814	0.07339	-0.0091425
-0.01651	0.0030302	-0.13909	-0.02245
0.06419	-0.0031425	0.15079	-0.0058363
0.08851	0.022156	-0.07863	0.0016266
-0.07857	-0.0093127	-0.09631	0.030398
0.02963	0.028402	-0.0303	-0.0087239
-0.04001	-0.0017688	-0.0362	-0.028017
0.07287	0.0045771	0.05803	0.0051938
0.02454	0.029678	-0.12085	-0.0076593
0.00608	0.023097	-0.05398	-0.0058719
0.00577	0.040263	0.00469	0.0059195
-0.09147	-0.032057	0.02142	0.029323
0.03579	0.046859	0.00761	-0.0030671
-0.08611	-0.031102	0.096	0.0055209
-0.02855	-0.0085321	-0.13873	-0.025731
-0.11799	-0.016945	0.04953	0.023059
0.03458	-0.031078	-0.01381	-0.043248
-0.03975	0.0023459	0.08368	0.022688
-0.01441	-0.02374	0.01587	0.001903
-0.03984	-0.048295	-0.00151	-0.001525
-0.06036	-0.046766	-0.03848	0.013801
0.04451	-0.046409	-0.05178	-0.017249
0.08644	0.0093172	-0.01012	-0.019114
0.02806	0.041979	0.07754	-0.0032152
-0.05082	-0.025721	-0.01004	-0.028049
-0.07869	0.0035486	-0.04386	0.030841
0.00757	-0.00042403	-0.01043	0.00802
-0.03206	0.041283	0.02723	-0.033389
-0.06939	0.0080468	0.04465	-0.039003
-0.09799	-0.017564	-0.0778	-0.030612
-0.05926	0.021966	0.03342	0.023308
-0.01935	-0.011045	0.02717	-0.030689
-0.00473	0.015921	0.06777	0.016678
-0.08242	0.0080448	-0.05667	0.030255
-0.037	0.038401	-0.05839	-0.0092155
-0.08252	0.029556	0.08912	0.016817
0.01963	-0.0070454	0.03145	-0.022341
-0.02624	0.022427	-0.12518	0.008267
-0.12261	0.031832	-0.02956	-0.0042573
0.07798	-0.0019144	-0.03136	0.020798
-0.0798	0.010051	-0.04763	0.04182
0.01351	-0.0061107	0.07696	-0.0053651
-0.09534	-0.0064378	-0.0531	0.024466
-0.05117	0.039402	0.0009891	-0.023676
0.05252	-0.037668	-0.05797	0.015049
-0.08892	0.034767	0.01281	-0.013392
0.05523	-0.021789	-0.12171	-0.017271
-0.13084	0.028404	0.05344	0.0055692
0.00020167	0.016832	-0.06292	0.0043387
-0.09452	-0.0024256	-0.09524	0.015506
0.05881	0.021913	0.0335	0.037075
0.06896	0.029171	0.01452	-0.0019711
-0.08851	-0.03143	-0.08258	0.0061793
-0.15511	0.014456	0.00107	-0.0056529
-0.01694	0.023374	-0.13001	-0.01738
-0.03427	0.001848	0.02247	0.016574
-0.00566	-0.016766	0.07958	-0.0055482
0.00679	-0.033106	-0.08436	-0.01867
0.0704	-0.021305	-0.07297	-0.0019205
-0.05799	0.022712	-0.09254	-0.035111
0.0464	-0.042381	0.02394	-0.006363
0.10919	0.027966	0.01171	0.030943
-0.12965	-0.0015638	-0.05036	0.0051378
0.00652	0.013147	0.10686	-0.023997
0.01898	-0.048017	0.00127	-0.0076735
0.02995	-0.02698	-0.08215	0.011375
-0.02262	0.020952	-0.01012	-0.026065
0.01869	-0.011728	-0.02073	-0.04952
0.0385	0.0093983	0.07505	-0.01062
0.10621	-0.00019214	-0.00487	-0.01499
-0.06381	0.02397	-0.09304	-0.020486
0.03884	0.030772	-0.07186	-0.026785
-0.06596	0.0014318	0.07029	0.041557
0.08958	0.010071	-0.06861	0.036038
-0.11306	-0.014091	0.07271	-0.016496
-0.03301	-0.039567	-0.00065926	-0.020565
-0.07937	-0.030656	-0.0869	-0.023488
-0.00519	-0.015378	-0.07629	-0.037414
-0.06241	-0.046661	-0.04981	-0.0058792
-0.12915	-0.010289	0.06892	0.015681
0.00959	-0.023757	-0.14365	0.0082513
-0.08481	-0.00085378	0.02435	-0.018274
0.10092	-0.0033124	-0.06615	0.026186
-0.06078	0.037434	-0.06155	-0.017794
-0.10003	0.0018328	-0.07716	0.020434
0.0706	-0.011422	0.03966	0.047265
-0.04827	0.018596	0.04649	0.030971
-0.02063	0.044196	-0.01983	0.0074345
0.06854	-0.0061259	-0.01979	-0.0065534
-0.10188	-0.0034827	0.02835	0.02435
-0.07085	-0.011469	0.02384	0.027854
-0.08874	0.0088119	-0.11011	0.027668
0.12321	0.015449	-0.01619	-0.018014
-0.00491	0.0026273	-0.08633	-0.031573
-0.00609	-0.045348	0.05356	-0.014423
-0.02908	0.016828	0.03915	-0.022744
-0.06538	0.025927	0.06634	0.037266
-0.04712	0.018749	0.06223	-0.035887
0.0027	0.0035544	-0.08457	0.0030834
-0.06457	-0.014997	0.10053	0.009679
-0.01447	-0.034893	-0.03196	0.041187
0.03703	0.012417	0.02245	0.0062471
0.01592	0.010464	0.02558	-0.028855
-0.02262	0.030625	-0.10122	-0.026388
0.03916	0.032554	-0.0165	0.037394
-0.01442	-0.0095634	-0.05101	-0.051767
0.12331	0.020641	-0.02094	-0.022745
0.05571	0.0093355	-0.08775	0.018765
-0.00922	-0.003008	-0.07578	-0.035463
-0.13394	0.0030663	0.01049	-0.024623
-0.01232	-0.032279	-0.12696	0.010737
0.02717	-0.024861	-0.08818	0.013226
0.10313	0.0082443	-0.01695	-0.040286
-0.00171	-0.025987	-0.09912	-0.016147
-0.05906	0.00070657	-0.1007	0.027809
-0.04312	-0.036197	-0.03238	0.024959
0.03061	-0.014478	-0.11984	-0.030618
0.00015985	0.0051629	-0.1188	0.030809
0.05892	-0.038066	-0.06637	0.014029
-0.06176	0.025024	-0.05607	-0.033006
-0.09656	-0.042335	0.02529	-0.0084548
0.15283	0.0028609	0.00711	-0.015324
-0.0193	-0.038688	-0.06857	0.024649
0.11491	0.029205	0.04502	-0.0092044
-0.10017	0.0077301	0.10136	0.018275
-0.09459	-0.012108	-0.13112	-0.005113
-0.00733	0.0069343	0.04721	0.037766
-0.03467	-0.0069877	-0.06769	-0.017245
-0.10492	-0.016257	0.01977	-0.0089514
0.0083	-0.010338	-0.03166	-0.051383
-0.04715	-0.017853	0.04082	-0.0068233
0.01993	0.034211	0.06014	0.020418
-0.0568	0.0085886	-0.01577	0.042946
0.07532	0.025586	-0.07815	0.032898
-0.12743	-0.019072	-0.01571	0.013908
-0.05956	-0.010752	0.11605	0.029895
-0.0721	-0.019925	0.06194	-0.014327
0.09435	0.03392	0.07804	0.015761
0.01042	0.028601	-0.02593	-0.017294
-0.00938	-0.0042176	0.03776	-0.03124
-0.04867	-0.0016621	0.00474	-0.030961
0.09319	-0.0069006	-0.01659	0.0045673
-0.02761	0.019868	0.08403	-0.040655
-0.01474	-0.0057737	0.04296	-0.048359
-0.07864	-0.037953	-0.06155	0.010421
0.03717	0.0049814	0.07908	-0.036001
-0.08821	-0.023323	0.0122	0.013752
-0.05521	-0.022517	-0.06536	0.00054585
0.06258	-0.01064	0.08754	0.023219
-0.02011	-0.033596	-0.08221	-0.012376
0.05026	-0.012627	0.05819	-0.015808
0.10148	-0.00811	0.1095	-0.0015014
-0.00494	0.023391	0.08418	0.018111
0.05598	-0.0076149	0.03196	-0.024541
-0.10247	0.007829	0.08107	-0.00373
-0.02218	-0.041104	-0.00993	0.00078123
-0.08633	-0.042084	-0.00945	0.0083403
-0.00671	0.02037	0.02718	0.0059282
0.03827	0.027786	-0.04701	-0.0044383
0.0081	-0.045853	-0.06499	-0.011286
-0.03007	0.027487	-0.06589	0.016861
-0.04996	-0.0050993	-0.01273	0.052024
0.09721	-0.00054454	-0.07668	0.0075555
0.05229	-0.012291	-0.0267	0.018683
-0.03333	0.013842	0.07353	0.020989
0.06931	-0.016706	0.0689	0.031941
0.0152	-0.013402	0.07149	-0.042904
0.03904	0.0056436	0.07472	0.017424
0.13686	-0.026482	-0.00151	-0.013632
-0.08525	-0.027643	-0.09284	-0.018588
0.0505	-0.022045	-0.0052	0.030099
0.1317	0.0249	0.04331	-0.0021039
0.05134	0.01813	-0.08052	-0.015658
0.07008	-0.047375	-0.01752	-0.015257
0.11026	-0.0036498	-0.04797	0.017838
0.02656	0.015712	-0.11189	-0.0047535
-0.04058	0.016233	0.12322	0.028858
0.08736	0.017397	0.00467	0.02435
-0.00018768	-0.04978	-0.03975	-0.010669
0.04043	-0.018984	0.09371	0.012559
0.01983	-0.0059676	-0.05091	-0.046457
0.09206	-0.021321	0.0975	-0.023884
0.11089	-0.014185	-0.00476	0.036748
-0.06754	0.020509	0.02848	0.039628
0.04373	0.027118	0.0161	-0.04415
-0.11355	0.013728	0.01245	-0.014456
-0.03238	0.008847	-0.0102	-0.042685
-0.00118	0.039945	0.0035	0.0094648
-0.00367	0.0054631	-0.01077	-0.0032343
-0.04194	-0.020501	0.07339	0.039995
0.02481	-0.036983	0.089	-0.010912
0.10417	-0.035355	0.03198	-0.0062962
-0.01931	-0.013872	0.06573	-0.033093
0.01466	-0.01161	-0.04659	-0.0018082
-0.1025	-0.024918	0.07793	-0.024355
0.10344	0.00040494	0.04962	-0.022452
0.05773	0.0015646	0.08708	0.0066514
-0.02839	0.0051154	0.15778	0.002144
-0.04113	-0.031899	0.01957	-0.015015
0.01749	0.036416	0.02338	-0.020437
-0.0334	-0.026992	0.01949	0.0050966
-0.06363	-0.0052961	0.08231	0.041561
0.03113	-0.028024	0.05928	0.0015827
0.0212	0.019183	-0.07177	0.044719
-0.01989	-0.0099211	-0.05401	-0.050727
0.01783	-0.035799	0.01881	-0.040229
0.07971	0.017702	0.0598	0.019061
0.09717	0.0065602	-0.12123	-0.014777
