x[cm]	x'[mrad]            y[cm]           y'[mrad]		
0.08006	-0.018421	0.10088	-0.028453
0.04023	0.026816	0.12184	-0.0016101
-0.01156	0.013699	-0.11481	-0.0070037
-0.01716	0.034258	0.09613	-0.018967
0.07543	-0.039535	-0.04416	-0.00059092
-0.00342	-0.036218	-0.04704	0.025856
-0.01398	0.0099879	0.08372	0.023716
-0.12319	0.0085241	0.06989	-0.012203
-0.02986	-0.024517	-0.08262	0.0067797
0.0415	-0.015368	0.09326	0.023145
0.06836	0.022329	-0.05932	0.017749
-0.04174	-0.017939	0.03792	-0.034042
0.1279	-0.01349	-0.03509	-0.014325
-0.07166	-0.022219	-0.08253	-0.030763
-0.14941	0.0049273	0.01837	-0.018179
-0.00759	-0.0049198	0.02307	0.036779
0.01725	0.009296	-0.07486	-0.024144
-0.03155	0.00101	-0.16277	-0.00048781
0.06143	0.0027968	0.11221	0.00088627
-0.05154	-0.013192	-0.03748	-0.048113
-0.04557	0.031067	0.12439	0.0066619
0.07458	-0.015686	0.09165	0.021565
0.00988	0.034079	0.07901	-0.0071694
0.0612	-0.024449	0.02611	0.01406
-0.03099	0.039256	-0.00721	-0.0017981
0.0464	-0.029244	-0.02517	-0.0019701
0.07432	-0.023091	0.03246	-0.020381
0.02426	0.017357	0.02795	-0.0045599
0.1036	0.0068592	-0.06758	0.028936
0.08183	-0.019875	-0.07906	0.034422
-0.02909	-0.052129	0.01997	0.0062237
0.06982	0.025057	-0.08118	-0.024775
0.0749	0.024523	0.07673	0.033298
0.03269	-0.04682	-0.06288	0.014829
-0.03148	0.018171	0.00115	-0.02135
0.11159	-0.00073458	0.02441	-0.030636
0.0575	0.019819	-0.03289	0.029304
0.06706	-0.026751	0.10734	-0.0064774
-0.00884	0.014857	0.15174	-0.013849
0.02512	0.028589	0.03282	0.02817
0.07379	0.039454	-0.05122	-0.013432
0.01646	-0.030853	-0.03976	-0.029066
0.098	0.0068066	-0.04986	0.029355
-0.08918	0.019	0.03283	-0.034313
0.02536	-0.025641	0.0188	0.029405
0.07945	0.040885	-0.01627	-0.013882
-0.07401	-0.011507	0.13118	-0.010743
-0.06476	0.023747	0.02029	0.034743
-0.10785	0.0012766	-0.07351	-0.033199
0.12677	0.0093446	0.03599	-0.016106
-0.01027	-0.0063843	-0.025	0.037458
0.01309	0.0063512	0.02724	0.026626
-0.04375	-0.036793	-0.00543	-0.0078426
-0.0858	-0.00030898	0.11404	0.011426
-0.00906	0.017244	-0.00648	-0.0076371
-0.02462	-0.035337	-0.05018	0.0073132
-0.07993	-0.016699	0.11136	0.025343
0.05082	-0.0036281	0.04253	-0.039856
0.07595	-0.0055483	0.05283	0.017277
0.11312	-0.023455	0.01415	0.018755
-0.12681	-0.023344	-0.04633	0.015393
-0.12129	-0.008859	0.0718	0.018719
-0.07099	-0.026952	0.00369	-0.011327
-0.03355	0.020576	0.04004	-0.031725
-0.05164	-0.019737	-0.12561	0.017269
-0.02751	0.050553	-0.0154	-0.01189
-0.06873	0.031258	0.04888	-0.035159
-0.06573	0.034291	0.07661	0.014616
0.11688	0.019841	0.04754	-0.0078102
-0.03217	-0.01002	-0.04011	0.029336
-0.06012	0.00023179	0.00095014	-0.019325
-0.08501	-0.0078539	-0.00195	-0.03429
-0.14443	-0.0028142	0.01075	0.019436
0.07198	-0.0006941	0.06182	-0.034888
0.05163	-0.022852	0.07702	-0.023437
0.02948	-0.018123	0.07905	0.0069799
0.02985	0.042555	0.05148	0.0061508
-0.03181	-0.04025	-0.00415	0.029192
0.01082	0.046846	0.02122	0.021945
0.0897	0.026997	-0.09896	-0.00006534
0.01247	-0.031324	-0.05357	0.032943
0.10607	-0.0067877	0.00171	-0.0050774
-0.10547	-0.0053463	-0.11175	0.00072269
0.07289	0.010462	-0.0598	-0.013906
0.09232	0.0038008	-0.0174	0.019426
-0.09702	0.021496	0.01331	-0.012017
0.07839	-0.041892	-0.03079	0.0092281
-0.04837	0.0074784	0.1008	-0.0069256
-0.0726	-0.026614	0.00135	-0.019014
-0.02485	0.010034	0.0874	0.029263
-0.0307	-0.04486	-0.0566	0.010463
0.03416	0.026809	0.13223	0.00021983
0.04214	0.0079115	-0.09828	-0.0026191
0.06333	-0.00007965	-0.00931	0.015229
-0.11856	-0.0017495	-0.06309	0.017568
-0.05074	0.018636	0.06008	0.030399
-0.05265	-0.04076	-0.03091	-0.0089275
0.00803	0.0093721	0.08627	-0.035049
-0.00928	-0.02423	0.01769	0.026356
-0.11749	-0.014264	-0.00236	-0.005164
-0.11769	0.015046	0.02231	0.024213
-0.0213	-0.0082626	0.0947	0.008054
-0.04747	0.046678	-0.06046	-0.013266
-0.0683	-0.012939	0.02952	0.015849
-0.01177	0.050872	0.04804	0.010176
-0.01406	0.00002697	0.0245	0.030639
0.02167	-0.015663	-0.08653	0.022359
0.08381	-0.015577	-0.07104	0.021648
0.0378	-0.03746	0.08969	-0.024586
-0.07017	-0.012604	-0.09608	-0.018868
-0.01395	-0.0029338	-0.00841	0.053579
-0.1079	-0.019509	-0.02071	-0.025126
0.04677	0.033865	-0.05594	0.012655
-0.07661	-0.012514	0.11652	0.021514
0.06659	0.00068978	0.05441	-0.028731
0.01554	0.024633	-0.05712	-0.034738
-0.04921	-0.007266	-0.07573	0.02741
-0.05737	0.027368	-0.07949	-0.011484
0.08175	0.00040342	-0.02666	0.023399
0.03385	-0.024086	-0.05193	-0.017262
0.09567	-0.010305	-0.03723	-0.015888
0.06707	-0.00091476	-0.04548	-0.0054243
0.02964	0.020542	0.00721	0.0059687
0.02905	0.046235	-0.04395	-0.017229
0.12337	-0.012443	0.02187	-0.024263
0.02638	-0.005969	-0.12486	-0.022247
-0.06909	0.0065516	0.1152	-0.0083988
0.01922	0.034818	-0.08674	0.0036891
-0.0032	-0.024854	-0.07062	0.018043
0.10207	-0.025501	0.05604	-0.014551
-0.11763	0.014722	0.02277	0.00098702
-0.04057	0.0084825	-0.02551	-0.017589
-0.03239	-0.016011	0.0481	0.016895
-0.01971	0.0070756	0.15589	0.0062302
-0.0471	0.018126	0.03829	0.042136
0.08891	0.02708	0.09961	-0.011689
-0.06023	0.025092	0.03104	0.032684
-0.02506	-0.016894	-0.04626	0.042344
-0.06659	-0.011089	0.13603	0.009594
-0.02452	0.0018368	0.12585	-0.01912
0.0409	-0.0068265	0.04909	0.01455
0.01663	-0.0023447	-0.02165	0.04137
0.02509	-0.015673	0.09712	-0.031049
-0.14421	0.0034306	0.0152	0.018649
0.05514	-0.033397	-0.09343	0.0063841
-0.02531	0.0071188	-0.00363	0.019625
-0.00214	0.045758	-0.07505	0.01898
0.00815	0.041396	0.03739	0.029801
0.00039869	0.0076272	-0.07969	-0.010966
-0.02828	0.024738	-0.11858	0.010031
0.13466	0.015682	0.01556	0.018497
0.03461	-0.012071	0.07429	-0.040736
0.0767	-0.044508	-0.0184	-0.0088075
-0.02902	0.0052778	-0.00296	0.011261
0.02722	0.022753	-0.0195	-0.034478
0.08069	-0.023528	0.01452	0.010131
0.07341	-0.0016028	-0.00948	-0.034122
0.06341	0.0088403	-0.01275	0.014053
-0.0613	-0.041449	-0.02877	-0.001724
-0.03002	0.0059925	-0.03018	-0.032159
0.00996	0.019642	0.01354	0.040992
0.06024	-0.0012388	-0.02076	0.022536
-0.07031	-0.0084008	0.13553	0.017666
-0.07468	-0.024595	0.00101	-0.022309
0.05964	0.00070377	0.09191	-0.037915
0.03534	-0.038572	0.0951	0.012034
-0.08902	0.0070065	0.01337	-0.0062447
0.00638	0.0085437	0.05565	-0.0063632
0.01825	-0.017045	-0.0022	0.024869
-0.01048	-0.037919	-0.0157	-0.020797
-0.09802	0.01996	0.0216	0.0019765
0.04162	-0.01915	0.04694	-0.013551
0.05697	-0.035281	0.089	-0.0016302
0.02569	0.0067319	-0.14486	0.020984
0.02215	0.011161	0.14707	0.011263
-0.02249	0.0010213	0.07671	0.025361
-0.13829	0.011926	-0.03467	0.010987
-0.01677	-0.017456	-0.00946	-0.028862
0.10542	0.028873	0.03519	0.029066
-0.12514	0.016066	0.04476	-0.014921
0.08074	-0.0043991	-0.10001	-0.015896
-0.02445	0.021805	-0.10598	0.022384
0.01825	-0.028696	-0.10835	0.00025157
0.08467	0.013189	-0.11435	-0.01962
-0.10178	-0.0010706	0.11139	0.0044175
-0.02113	0.020737	0.13144	0.012356
0.00306	0.024509	0.00495	0.043979
-0.05964	-0.0020774	0.0967	-0.027706
-0.03633	0.018284	-0.00184	0.038535
0.00221	0.043063	-0.02173	0.0027892
-0.13495	-0.0065245	-0.08398	-0.01522
-0.11979	0.029608	0.0336	0.021164
-0.0035	-0.0094883	0.06175	0.016282
0.07549	0.0075245	0.08738	0.022741
-0.0883	0.0093966	-0.01005	0.041905
-0.13499	-0.0042925	-0.06922	-0.021545
-0.00629	0.029249	-0.07527	0.03791
0.04803	-0.02791	0.11034	0.0018713
-0.02348	0.036341	-0.0835	-0.025556
-0.10567	0.025277	0.03279	-0.0308
0.1394	-0.0021773	0.072	0.014596
-0.05134	-0.046846	-0.05513	0.011133
0.06363	-0.00099125	0.10475	-0.037022
-0.00788	0.014768	0.00818	-0.014175
-0.09424	0.041699	-0.05165	0.0019357
0.00095386	0.0014986	0.09939	0.0097692
0.01571	-0.040032	-0.07014	0.022335
-0.05092	-0.020444	-0.06501	-0.03837
0.01515	0.051996	-0.04182	0.0082801
-0.02726	-0.0032099	0.09502	0.017042
0.00166	-0.03427	-0.01614	-0.031381
0.06508	0.0021199	0.04169	-0.027643
-0.1104	0.00042263	-0.0601	-0.016185
-0.06429	-0.018482	0.03414	-0.044459
-0.07896	-0.046812	0.01232	-0.0022971
0.14489	0.0075904	0.0685	-0.012808
-0.0427	-0.014442	0.03985	-0.041727
-0.08564	0.021351	0.08203	0.018528
-0.02535	0.0091835	-0.0741	0.0048169
-0.01985	-0.0079345	-0.05624	-0.00026376
-0.04204	-0.019977	0.08463	-0.0079714
0.01468	-0.021696	-0.07939	-0.023533
0.00402	0.017821	0.01824	-0.0082032
0.02948	-0.0028039	-0.13629	-0.011852
-0.09581	0.034076	-0.06625	0.016089
-0.01397	-0.020237	-0.00038893	0.047062
0.13142	-0.0065894	-0.0151	0.01761
-0.01601	-0.00076697	0.06059	0.012013
-0.0656	0.010084	-0.07664	0.036379
0.06612	0.0086435	0.08048	0.015542
0.14691	0.00001452	0.06451	0.0035257
-0.11283	-0.026576	-0.03894	-0.024719
-0.04593	-0.019024	0.05522	-0.034014
-0.06408	-0.042898	0.03906	0.0046452
0.12895	0.006257	-0.04539	0.0069599
0.08352	0.0036011	-0.0691	-0.032546
0.06645	-0.01921	0.02487	-0.031694
-0.12363	-0.015389	0.06548	-0.01154
0.07471	0.0427	0.03982	0.019088
0.05982	-0.011707	0.06284	-0.0071882
0.0226	-0.033521	0.0313	-0.039381
-0.01517	-0.039675	-0.08366	0.00045126
0.05596	-0.023173	-0.093	-0.0051181
0.08336	-0.019647	0.03189	0.019506
0.02256	-0.026913	-0.04933	-0.000571
0.0571	0.0040936	0.05595	0.013504
-0.07084	-0.0011993	-0.03274	-0.01814
0.04282	0.023415	-0.05016	0.041619
0.08454	0.021117	-0.06452	0.013391
-0.00168	-0.04583	0.07611	0.009276
-0.01709	-0.0060525	0.00831	-0.053711
-0.03516	0.034427	-0.07007	0.011893
0.04743	0.036746	0.00542	-0.018785
-0.07309	-0.017686	0.09853	-0.023321
-0.10102	0.0035056	0.12653	-0.0045262
0.04375	0.0033797	0.11961	-0.021602
0.00171	0.018345	0.10546	0.02444
0.12561	-0.031264	-0.02684	0.013625
0.11254	-0.0072711	0.00015359	-0.029915
0.09119	0.017732	-0.09581	0.01297
0.06822	0.013246	0.10072	-0.00051829
-0.08646	0.021258	0.05355	-0.031684
-0.06739	0.0011732	0.05457	-0.016096
-0.05849	-0.0011086	-0.13767	0.016978
0.10086	-0.0033581	-0.0344	0.034692
-0.02505	0.020005	-0.02214	-0.047023
0.04539	-0.042057	0.02785	0.0092036
-0.03225	-0.025516	-0.02958	0.023324
-0.1332	0.0032324	0.04111	0.012224
-0.07474	-0.0017689	-0.03813	-0.021712
-0.08815	-0.033322	0.05984	0.01805
0.09113	0.01825	-0.02902	0.0077464
-0.0558	0.028602	0.0359	0.017833
0.03485	0.033482	0.03987	-0.023692
0.02515	-0.020779	0.05001	0.026615
-0.1016	-0.025781	-0.02239	0.018767
0.10621	0.02086	-0.00311	0.037256
0.0213	-0.0015744	0.08685	-0.013719
-0.11024	0.0017063	-0.1133	0.0047959
-0.04335	-0.0061256	-0.00489	-0.0033849
-0.08739	0.0081373	-0.06759	-0.0086405
0.09856	-0.011391	-0.06697	-0.024185
0.01763	-0.041818	0.02975	0.034084
0.05064	0.019465	0.13152	0.012187
-0.13952	-0.012457	-0.01631	0.021241
0.11552	0.0030481	0.09608	0.011411
-0.01093	-0.029548	0.00517	0.011655
-0.04932	0.031874	0.0981	0.011933
0.04987	-0.0020784	0.04881	-0.022822
-0.06776	0.00047131	0.05712	0.039271
0.08111	-0.0032425	0.11872	-0.023853
-0.00121	0.0067776	0.15637	-0.006416
-0.05801	-0.020469	0.00743	0.011471
-0.07821	0.014043	-0.12375	-0.017315
0.04877	-0.033172	-0.06337	0.019045
-0.10366	-0.0053126	-0.08396	0.0070082
0.10055	0.013263	-0.04623	0.018288
0.12208	-0.0022843	0.01836	0.0017226
-0.11888	-0.013216	0.06949	-0.026573
0.12091	0.034747	0.03844	-0.0069729
-0.04536	-0.039163	0.0086	-0.035224
-0.08221	-0.0032841	0.02294	-0.0080821
-0.1101	-0.010053	-0.04117	-0.017955
-0.00272	0.0077365	0.08958	0.018882
0.06907	-0.002312	-0.04288	-0.039207
0.00991	-0.030151	-0.00322	-0.024084
-0.02203	-0.0094644	-0.06895	0.036347
-0.02487	0.043461	-0.02837	-0.010827
-0.11614	0.0051401	0.06606	0.0095333
0.09536	-0.00042895	0.07494	0.033641
0.05679	-0.019475	0.02936	0.006547
0.05666	0.026996	-0.11594	0.015062
-0.08819	-0.0011929	-0.04561	-0.00097827
-0.06546	-0.012739	0.10853	0.01995
-0.0093	-0.029945	0.01861	-0.027663
0.04104	-0.049619	0.02213	-0.0027268
-0.0621	0.0044764	-0.01005	0.018089
0.02078	0.017694	-0.0244	-0.0095288
-0.03923	0.012699	-0.11425	0.031251
0.08566	-0.0030471	-0.04434	0.0091933
-0.05604	0.0065029	-0.0009648	0.048526
0.02621	0.019125	0.01164	-0.011894
0.00482	0.050812	0.02714	0.013403
0.00917	0.037572	-0.09584	-0.015436
-0.12353	-0.012517	-0.0784	-0.0087678
0.10712	-0.0082458	-0.06066	-0.034541
-0.06071	0.016212	0.02396	-0.015249
0.09798	-0.025012	-0.02371	-0.022471
-0.03154	0.023646	-0.07178	-0.0098917
0.13283	0.0061178	-0.05656	0.0081313
-0.02864	-0.038652	0.07617	-0.015911
0.06526	0.017404	0.05016	-0.028568
-0.03638	-0.0013959	0.06866	0.0041762
0.04065	-0.0096668	0.07605	0.013994
0.015	-0.011073	-0.03171	0.00040139
-0.02879	-0.011243	0.08086	0.034262
0.02436	0.033562	0.03397	0.0038518
-0.07995	-0.011183	0.08447	-0.026515
-0.01086	0.029475	-0.01689	-0.0225
0.00933	0.047607	-0.00592	-0.015482
-0.0069	-0.010576	0.00221	0.030928
-0.09803	-0.040659	0.02902	-0.0075487
0.00017486	-0.022054	-0.09221	0.03866
-0.04381	-0.024408	0.08501	0.02777
0.11525	0.017191	-0.0057	0.019552
0.03193	0.00067798	0.12708	-0.016457
-0.00785	-0.024421	0.07565	-0.015307
-0.09544	-0.012423	0.0081	-0.010475
-0.06723	-0.010609	-0.02094	-0.0040005
-0.05901	-0.037276	0.0194	-0.032067
0.09383	-0.0091588	-0.01609	-0.0030364
0.08245	0.026271	0.02628	-0.02686
-0.08447	0.0028675	0.00656	0.038813
0.00389	0.00098729	0.02955	0.03838
-0.01055	0.012706	-0.08183	0.027594
0.05121	-0.0172	-0.09372	-0.027329
0.06689	-0.012222	0.10299	0.033153
0.02104	-0.016638	-0.13268	0.024247
-0.05569	-0.003787	0.04551	-0.00043038
-0.04349	-0.029719	0.05899	0.019632
-0.02466	-0.022217	-0.0051	0.035593
0.10216	0.029621	0.01782	-0.0088377
0.06243	0.039672	-0.06701	-0.023355
-0.02361	-0.037992	-0.00855	-0.035437
-0.09428	0.015435	-0.07936	0.0098
-0.07206	-0.0138	0.03835	0.022879
0.02539	0.028483	0.04493	-0.026742
0.06181	0.0074289	-0.0578	-0.02207
-0.01975	-0.0050145	-0.07787	0.037445
-0.07766	0.0019739	0.02604	-0.021989
0.12073	-0.0026811	0.04545	-0.0058811
0.0156	0.014968	0.11706	0.013726
0.04627	0.0021075	0.08565	0.029118
0.09277	-0.027482	0.01568	0.021834
-0.07925	-0.044719	0.02021	0.0055251
0.01422	-0.050235	0.01419	0.0067011
-0.02555	-0.023364	-0.0576	-0.027727
0.04468	-0.0016219	0.02583	0.025614
-0.05988	-0.023535	-0.003	0.016957
0.11435	-0.023124	0.03256	0.0064362
-0.13304	0.0055039	0.04262	0.017227
-0.12768	-0.0025052	-0.10164	0.00072888
-0.05644	0.015375	-0.08054	-0.018617
-0.07203	0.021504	0.10658	-0.016905
-0.10804	-0.009809	-0.07792	-0.030309
-0.08487	-0.0084769	-0.02644	-0.010959
-0.08177	0.015639	-0.12238	-0.020685
-0.06612	-0.022979	0.01388	-0.015185
0.02848	-0.023381	0.1109	0.02699
-0.03027	0.027305	0.0902	0.014518
-0.02377	-0.032244	-0.03114	-0.02902
-0.02727	-0.044536	-0.08771	-0.0033593
-0.07395	-0.028106	-0.08608	-0.0039009
-0.05296	0.016323	-0.0221	0.043988
-0.01619	0.026945	-0.04629	-0.022822
-0.12081	0.013828	0.03679	-0.0063204
0.0621	-0.0016707	-0.09572	-0.039821
-0.02664	-0.0023268	-0.12236	-0.017946
0.09704	-0.040343	-0.04847	0.0038337
0.06664	0.015172	0.02198	0.039356
0.00842	0.00091458	0.0363	-0.0048429
0.02783	-0.0067655	0.11976	0.02659
-0.11334	-0.032403	-0.01786	-0.019341
0.09171	0.0096798	-0.09122	0.02816
0.04922	-0.037434	0.07061	0.0077741
-0.12975	-0.018158	0.01127	0.02393
0.05008	-0.0166	0.09971	0.017473
-0.07911	0.0026562	0.03803	0.04222
-0.02847	-0.0078202	0.03126	-0.034581
0.02726	0.035402	-0.01421	-0.027516
0.02326	-0.0071463	-0.04953	0.0043659
-0.05022	0.0015236	0.02309	0.039918
-0.01862	0.00055714	0.04431	0.044253
-0.0029	-0.0080067	-0.02587	-0.0028987
-0.02207	0.030958	-0.05044	0.030483
0.04514	0.041541	0.01786	0.0067488
-0.0828	0.017918	-0.09795	-0.020266
0.11694	0.009953	-0.00322	-0.0077561
0.09908	0.0086549	-0.01364	0.026229
-0.01047	-0.016862	-0.08432	-0.020456
0.12504	-0.011006	-0.01723	-0.011618
0.03564	-0.028025	0.00202	-0.041551
-0.05564	0.037019	0.03711	0.0000804
0.04082	-0.0086934	0.07306	0.030895
-0.11616	-0.001107	-0.05642	-0.0082971
-0.02627	-0.018389	0.01657	-0.004312
0.04013	0.0016713	0.12506	0.014751
-0.03006	-0.0080793	-0.01301	-0.0011785
-0.13358	0.011932	-0.06073	-0.016078
-0.03727	-0.00088757	-0.00995	0.013212
-0.06917	0.012629	0.01383	0.021362
0.07625	0.041078	0.0583	-0.017115
-0.02865	-0.01903	0.09033	-0.03743
-0.09649	-0.010244	0.04152	-0.020945
-0.01335	0.028547	-0.04213	0.039663
0.02346	-0.0023064	-0.09458	0.031379
-0.07329	0.0054015	-0.1125	0.0011124
-0.05578	0.022529	0.04521	-0.022888
0.14473	0.019097	-0.04496	0.00055257
-0.10835	-0.004345	-0.04551	0.0035305
-0.02191	-0.0060934	-0.05239	0.0030909
0.05076	0.029318	0.07218	0.030039
-0.05785	-0.015491	-0.09526	-0.02073
-0.04606	0.037243	0.0014	0.034319
0.12102	-0.011239	-0.05374	-0.025134
-0.0867	-0.028367	0.10829	0.011943
-0.03234	0.027853	0.02658	-0.017554
0.03991	-0.0068365	-0.12486	0.0085678
0.03487	-0.0000746	-0.08833	-0.021533
0.05082	0.013343	-0.0407	0.011173
0.10986	-0.0055039	-0.04619	0.0036801
0.02991	-0.0328	-0.00187	-0.0016268
-0.02615	-0.02007	0.10404	-0.010329
-0.04059	-0.028754	-0.01054	0.029696
-0.08471	0.012136	-0.13857	-0.0030997
-0.03496	0.0077694	0.08307	-0.037717
0.04834	0.0084963	0.00467	0.021209
-0.04172	0.012575	-0.0028	0.029273
-0.10634	0.029906	0.01851	-0.013801
0.05547	0.025959	0.00255	0.013731
0.09556	0.033097	-0.03608	0.015519
0.01719	0.038918	-0.02791	0.002355
0.09776	0.0030253	-0.05062	0.018235
-0.04824	-0.0020913	0.06809	0.036188
0.00692	0.022037	-0.08501	-0.0071475
0.02919	0.045281	-0.06322	-0.0083688
0.00108	0.038738	-0.06693	0.026168
0.0091	-0.01898	-0.06004	0.0072206
-0.02484	0.05256	-0.02118	-0.0094882
0.06809	0.033793	0.01297	-0.028242
0.01361	-0.020921	-0.09548	-0.0062024
0.07567	-0.026361	0.08079	-0.02373
-0.07132	-0.011172	-0.02259	-0.01366
0.05022	0.014792	-0.07841	-0.01284
-0.09565	0.022462	-0.01261	0.0094673
-0.03755	-0.023444	-0.09506	0.0031628
-0.01681	-0.0071024	0.15833	-0.0058016
-0.03069	0.011106	0.04454	-0.029388
-0.07561	0.0015285	-0.06271	0.032631
-0.1374	-0.0011921	-0.00314	-0.013926
-0.04567	-0.0044699	0.00161	0.0088769
0.05445	-0.016743	-0.09673	0.015397
-0.05994	0.003747	-0.05972	-0.018415
-0.01522	-0.025574	0.05	-0.014857
-0.03359	0.026609	0.06513	0.013328
0.00443	-0.011941	-0.04573	0.0353
-0.04453	0.036827	0.04342	-0.024263
0.04929	-0.012907	-0.0047	0.031276
0.02668	-0.0000785	0.04883	-0.016404
0.04331	-0.01575	-0.12721	-0.017731
0.05893	0.042839	0.01035	-0.028006
-0.00197	-0.0017158	-0.03421	0.0072987
-0.09072	-0.030749	-0.09641	-0.01029
0.09667	0.020443	-0.00554	-0.0048966
-0.06034	-0.036295	0.07007	-0.0033367
0.10059	0.019357	0.01854	0.033035
0.10148	0.0035083	-0.0738	0.027858
0.04783	0.038662	0.07297	-0.016606
0.0319	-0.02174	0.04884	-0.040654
0.07867	0.0030551	0.11403	0.00089192
0.11006	-0.017086	-0.05182	-0.016847
0.01863	-0.039462	-0.00906	-0.0043715
0.08451	0.019286	0.11236	-0.013456
0.11836	-0.0085102	-0.0348	0.024834
0.03058	0.036673	-0.00701	0.024327
-0.02534	0.026715	0.03593	0.039622
0.03468	-0.041064	0.01001	-0.010931
-0.0929	0.00095776	-0.12387	0.012594
0.08757	0.014554	-0.05839	-0.029273
-0.03494	0.016343	-0.01567	0.004801
-0.01305	0.0053835	-0.01633	0.021518
0.03119	0.019938	-0.05187	0.0034469
0.0522	0.033629	0.05912	-0.015152
0.06413	-0.0033816	0.11529	0.031119
-0.06826	-0.0093045	-0.01629	0.022379
-0.01919	0.01043	-0.01069	-0.017346
-0.09609	0.018205	0.03312	0.036184
0.04942	-0.026986	-0.02778	-0.011172
0.0542	-0.0032899	0.06857	-0.029951
0.01695	0.0093392	0.09717	-0.0095685
0.03836	-0.028497	-0.10112	-0.019187
-0.07515	0.0058952	0.07572	0.02429
-0.09083	0.023646	-0.09296	-0.0079145
0.01073	-0.0041067	-0.05028	0.025434
0.02809	0.014792	-0.07949	-0.034384
0.056	-0.0030811	-0.09092	-0.037392
-0.03877	-0.028884	0.10029	0.025412
0.06328	0.011893	-0.03538	0.033376
0.0152	0.029063	-0.0625	0.014422
0.03988	0.027173	0.10027	0.028705
-0.07122	0.00009358	0.04378	-0.036654
0.01222	0.031192	0.06696	0.039881
-0.14066	-0.0043918	-0.06367	0.01458
-0.04893	0.021081	0.12013	-0.017236
-0.11101	0.011736	0.08787	0.017213
0.07766	0.0015696	0.00592	0.00000193
-0.03855	-0.02556	0.08931	-0.035993
-0.01037	0.0080605	0.06534	-0.0011302
-0.0913	0.012821	0.03608	-0.0014311
0.07545	-0.023825	0.08718	0.005689
0.05479	-0.025456	-0.01499	0.042881
-0.08663	-0.045879	-0.02291	0.00098435
-0.05022	-0.0058997	0.03477	0.010028
0.06409	0.0098867	-0.00893	-0.028693
0.07854	0.030263	-0.01731	-0.014155
0.04313	-0.00093799	0.1188	-0.025767
0.00461	-0.019775	-0.08549	-0.023596
-0.10271	-0.017352	-0.0829	-0.009947
-0.01398	0.021131	0.00456	-0.036509
-0.0859	0.0066881	-0.01201	0.036778
0.03805	0.012578	0.10753	-0.023547
-0.08014	0.029165	0.05801	0.0062723
0.0025	-0.0068115	0.13553	0.025023
0.07782	0.0053445	0.01886	0.024458
0.0432	-0.04519	0.00529	0.01089
0.07311	0.024569	0.03149	-0.0042717
0.0649	-0.028516	-0.04089	-0.0031447
-0.07084	0.0072152	-0.14793	-0.0017335
-0.00765	-0.020106	-0.03142	0.025685
-0.00653	0.01238	-0.15073	0.0029326
-0.10386	0.0099281	0.07483	-0.0234
-0.0168	0.024636	0.06179	0.020411
-0.07431	0.033004	-0.02192	-0.030352
0.03528	-0.031845	0.02879	0.0017717
0.07516	0.0077274	-0.03583	-0.034125
-0.00745	-0.0085784	-0.13805	0.028441
0.08114	0.034719	-0.0395	-0.024479
-0.12075	-0.0079013	-0.0556	0.027262
-0.06988	-0.033131	-0.01522	-0.012826
-0.05469	0.034858	-0.03862	0.018736
-0.04314	-0.02914	-0.11874	0.020005
0.12623	0.013098	-0.05151	0.010252
-0.05982	0.004706	-0.11933	0.029451
0.00474	-0.038078	-0.00679	0.025822
0.009	-0.017774	-0.00685	0.0031696
-0.04764	-0.016424	-0.04241	0.015379
-0.12794	-0.0013247	-0.0151	-0.013832
0.0186	0.043373	-0.08856	0.0096581
0.11324	0.01835	0.02182	0.022143
-0.03465	-0.024096	0.0806	-0.0044791
0.06027	-0.013092	0.01962	-0.044683
0.07544	0.024114	0.11149	0.0084123
-0.08461	0.0050349	0.10334	-0.019218
-0.03088	-0.012774	-0.01282	-0.036134
-0.02654	-0.010489	0.04842	0.040809
0.02219	0.0086863	-0.10109	0.038303
-0.07114	-0.0045785	-0.13183	0.021665
0.01568	0.011905	-0.07515	0.027863
0.04833	-0.023588	-0.01633	0.024945
-0.01472	0.00041509	-0.10603	0.011146
0.00967	-0.01957	-0.07241	0.011603
0.04439	0.020415	-0.07006	-0.040082
0.05195	-0.015537	-0.06913	0.02398
-0.01045	-0.011251	-0.0133	-0.041301
-0.0354	-0.0042271	-0.10934	0.038718
-0.03929	0.0083511	0.02931	0.047026
-0.00135	0.0034119	0.07684	-0.020484
-0.08638	0.0082265	0.08892	-0.033943
-0.05407	0.0093455	0.08137	-0.028281
0.14394	0.016058	-0.03437	0.006171
0.05382	0.032356	0.00729	0.014163
-0.08703	0.027463	0.03006	0.034263
-0.0032	-0.017024	0.10458	0.0060053
-0.08388	-0.033169	0.05397	-0.028498
0.09075	0.019212	0.05272	-0.025239
0.00091662	0.015453	-0.14109	-0.0036316
0.00481	-0.0075951	0.02604	-0.053785
0.05583	0.030952	-0.00757	-0.02461
-0.09945	0.015389	-0.03154	0.028204
-0.02179	-0.002259	-0.04314	-0.032165
0.00403	-0.0045136	0.13474	0.018327
0.03012	-0.0061047	0.04761	0.040694
0.1015	-0.0043907	-0.00931	0.042301
0.15482	0.0098809	0.03369	0.0015786
-0.06352	-0.027394	0.08773	-0.0077234
-0.15087	0.0015225	-0.02817	0.012622
-0.10754	-0.00029104	0.01713	0.024516
-0.00282	-0.0042042	0.04265	-0.024249
0.06617	-0.022045	0.03278	0.0045235
